unix_timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1787547012.2540464,-0.00943,0.01181,-0.99836,-0.00461,-0.00432,0.48708
1787547012.3758364,-0.03739,-0.01921,-0.98703,0.02773,-0.00184,0.52674
1787547012.458582,0.00512,0.02214,-0.99272,-0.00544,-0.00589,0.42021
1787547012.659657,-0.00351,-0.00892,-1.00718,0.01192,0.00204,0.52243
1787547012.7780252,-0.02569,-0.01151,-0.9954,-0.0012,-0.00755,0.59976
1787547012.9105258,-0.03903,-0.0089,-0.99207,0.00998,-0.0011,0.50572
1787547013.0693555,0.00912,0.00912,-0.99593,-0.00357,-0.00504,0.52048
1787547013.185731,-0.02186,-0.0283,-0.99766,0.00029,-0.00101,0.55581
1787547013.2824776,-0.00528,0.02967,-0.99257,0.00314,0.00467,0.46856
1787547013.3943596,0.00476,0.04476,-0.99937,0.01141,-0.01494,0.47582
1787547013.4812524,0.01325,0.01895,-0.99302,0.01331,0.00293,0.51373
1787547013.68416,-0.0091,0.00346,-0.99552,0.01419,0.00333,0.53644
1787547013.7977982,-7e-05,0.04646,-0.99358,0.0003,-0.00133,0.47156
1787547013.8985348,0.00319,0.02203,-0.99487,0.00969,-0.00605,0.46127
1787547013.9840035,0.00676,0.03279,-0.99279,0.00382,-0.00674,0.55752
1787547014.0906777,-0.01773,-0.0116,-0.99607,0.0042,0.00679,0.54748
1787547014.2103355,0.00012,-0.03651,-0.99379,-0.00433,0.00606,0.56253
1787547014.2996237,0.00221,0.03457,-0.98772,0.01946,-0.00032,0.49388
1787547014.4189727,-0.01465,0.00472,-1.00478,0.00668,-0.0089,0.48598
1787547014.5091188,-0.00873,0.02332,-0.99552,-0.00141,-0.00087,0.54257
1787547014.630465,-0.01422,-0.00973,-0.9854,0.01303,0.01175,0.54996
1787547014.7194693,-0.00649,-0.03605,-0.99647,0.0059,-0.00552,0.55586
1787547014.848448,-0.00592,-0.01926,-0.99914,0.01168,0.01348,0.47053
1787547014.91209,-0.00326,0.0741,-1.00733,0.00563,-0.02837,0.47789
1787547015.0357609,0.01011,0.04391,-0.99551,0.00733,0.00557,0.01295
1787547015.1092155,0.27256,0.01554,-1.00361,0.02287,0.06611,3e-05
1787547015.2392843,0.16688,0.0448,-1.00959,0.00622,-0.06079,-0.05998
1787547015.3204498,0.12345,0.02343,-0.98872,-0.02324,0.03414,3e-05
1787547015.4450555,0.18896,-0.00129,-0.98472,-0.06281,0.00157,0.01374
1787547015.5345604,-0.14582,0.02235,-1.01452,0.02607,-0.05434,-0.01306
1787547015.646553,0.05882,0.0204,-0.96856,0.03787,-0.00519,-0.03062
1787547015.7424536,-0.05144,0.00754,-0.97627,0.02963,-0.01466,0.02965
1787547015.8186765,-0.29066,0.00598,-1.00976,-0.01605,0.02295,-0.03857
1787547015.895424,0.10599,0.0443,-1.01265,0.0484,-0.00613,0.04697
1787547016.0225801,-0.21485,0.04036,-0.96945,0.0047,-0.03931,-0.014
1787547016.1445055,-0.06155,0.01814,-0.98797,-0.02178,0.02411,-0.04133
1787547016.2674937,0.09863,-0.00695,-1.02601,0.0477,-0.05744,-0.0004
1787547016.3498664,-0.28489,-0.00039,-1.00772,0.00722,-0.00933,-0.02958
1787547016.4683423,0.06859,0.04684,-1.01632,-0.00521,-0.04822,0.01483
1787547016.5526664,-0.03206,0.00084,-0.99995,-0.0107,0.0127,0.02872
1787547016.6753454,-0.03187,0.01619,-0.99711,0.01295,-0.00264,-0.01008
1787547016.7587547,-0.03035,-0.01831,-0.99549,0.00377,0.00147,0.01353
1787547016.8442845,-0.03074,-0.00038,-0.99502,0.00542,0.00202,0.00773
1787547016.9638724,-0.02363,0.00709,-0.99499,0.00222,0.00303,0.00534
1787547017.0816936,-0.02132,0.00527,-0.99486,0.00343,0.00211,0.00692
1787547017.1825297,-0.01256,0.0041,-0.99682,0.0044,0.00177,0.00804
1787547017.3004255,-0.01223,0.00419,-0.99632,0.00419,0.00457,0.00315
1787547017.3727162,-0.01489,0.005,-0.99562,0.00523,0.00308,0.00747
1787547017.5043855,-0.01659,0.00476,-0.99667,0.00295,0.00218,0.0083
1787547017.5143895,-0.04876,-0.13273,-1.00714,0.00424,0.00336,0.4895
1787547017.7824154,-0.00129,0.00937,-0.99521,0.00331,-0.00177,0.44666
1787547017.9661715,-0.01168,-0.02102,-1.00267,0.02232,0.01103,0.48942
1787547017.968395,-0.01778,-3e-05,-0.98855,0.00964,-0.00129,0.53184
1787547018.1920202,-0.03584,0.00124,-0.99011,0.01872,-0.01714,0.53569
1787547018.193018,-0.0039,-0.02683,-0.99541,0.00048,-0.00894,0.57213
1787547018.310913,0.00805,-0.01533,-0.98761,0.02533,0.01047,0.50751
1787547018.3233523,-0.03424,-0.02383,-0.99533,-0.00341,-0.00289,0.51218
1787547018.5130486,-0.00596,0.04189,-1.003,-0.00694,-0.0076,0.50204
1787547018.600859,-0.02317,-0.02863,-0.99133,-0.00119,-0.00711,0.59566
1787547018.713927,0.01236,-0.01634,-0.9941,0.00337,0.00983,0.4894
1787547018.806667,-0.01382,0.05157,-1.00536,0.04558,-0.01317,0.45183
1787547018.8614957,-0.01533,-0.01979,-0.99305,-0.01939,0.00769,0.5383
1787547018.9414754,-0.00572,0.03257,-1.00677,0.03279,-0.01062,0.46835
1787547019.062134,-0.0023,-0.00847,-1.00127,0.00388,0.01811,0.56826
1787547019.2174587,0.00599,-0.01161,-0.99875,-0.00749,-0.0023,0.56737
1787547019.420063,-0.02981,-0.01353,-0.99538,0.00286,-0.00134,0.55393
1787547019.4220548,-0.03184,-0.00368,-0.98654,0.01787,0.00565,0.45155
1787547019.5346143,0.00791,0.03654,-1.00327,0.00547,-0.01892,0.5415
1787547019.5417087,-0.01373,0.00422,-0.99646,0.00366,-0.01718,0.56398
1787547019.7396855,-0.01495,-0.05533,-1.00141,-0.01762,0.00566,0.55376
1787547019.7419224,-0.02824,-0.00335,-0.99492,-0.00208,0.00799,0.47429
